2026-06-05 14:12:20.169 | INFO     | main:run_paper:534 - Starting paper trading: ['absorption', 'stacked_imbalance']
2026-06-05 14:13:05.244 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4265 | SL=2.4095 TP=2.6691 | Regime=UNKNOWN | Score=3.79
2026-06-05 14:13:05.246 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:05.345 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4260 | SL=2.4090 TP=2.6686 | Regime=UNKNOWN | Score=3.79
2026-06-05 14:13:05.346 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0824% is 8.2x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:05.481 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4265 | SL=2.4095 TP=2.6691 | Regime=UNKNOWN | Score=3.79
2026-06-05 14:13:05.485 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:05.543 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4265 | SL=2.4095 TP=2.6691 | Regime=UNKNOWN | Score=3.79
2026-06-05 14:13:05.544 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:06.264 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4265 | SL=2.4095 TP=2.6691 | Regime=UNKNOWN | Score=3.79
2026-06-05 14:13:06.283 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:06.543 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4265 | SL=2.4095 TP=2.6691 | Regime=UNKNOWN | Score=3.79
2026-06-05 14:13:06.544 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:07.149 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4265 | SL=2.4095 TP=2.6691 | Regime=UNKNOWN | Score=4.50
2026-06-05 14:13:07.150 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:07.344 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=4.50
2026-06-05 14:13:07.346 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:07.445 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4270 | SL=2.4060 TP=2.7270 | Regime=UNKNOWN | Score=4.50
2026-06-05 14:13:07.447 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0824% is 8.2x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:07.543 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4270 | SL=2.4060 TP=2.7270 | Regime=UNKNOWN | Score=4.50
2026-06-05 14:13:07.544 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0824% is 8.2x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:08.171 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4265 | SL=2.4055 TP=2.7265 | Regime=UNKNOWN | Score=4.50
2026-06-05 14:13:08.172 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:08.244 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4265 | SL=2.4055 TP=2.7265 | Regime=UNKNOWN | Score=4.50
2026-06-05 14:13:08.245 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:09.097 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4265 | SL=2.4055 TP=2.7265 | Regime=UNKNOWN | Score=4.50
2026-06-05 14:13:09.099 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:10.044 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=4.50
2026-06-05 14:13:10.045 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:10.145 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=4.50
2026-06-05 14:13:10.146 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:10.246 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=4.50
2026-06-05 14:13:10.247 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:10.445 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=4.50
2026-06-05 14:13:10.446 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:10.544 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=4.50
2026-06-05 14:13:10.544 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:10.645 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=4.50
2026-06-05 14:13:10.646 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:11.049 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=4.50
2026-06-05 14:13:11.050 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:11.143 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=4.50
2026-06-05 14:13:11.145 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:11.345 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=4.50
2026-06-05 14:13:11.346 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:11.650 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=4.50
2026-06-05 14:13:11.651 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:11.662 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=4.50
2026-06-05 14:13:11.664 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:12.146 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=4.50
2026-06-05 14:13:12.147 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:13.149 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=4.50
2026-06-05 14:13:13.150 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:13.584 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=4.50
2026-06-05 14:13:13.585 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:14.114 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=4.50
2026-06-05 14:13:14.116 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:14.145 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=4.50
2026-06-05 14:13:14.146 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:14.541 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=4.50
2026-06-05 14:13:14.542 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:14.826 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=4.50
2026-06-05 14:13:14.828 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:15.462 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=4.92
2026-06-05 14:13:15.464 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:16.979 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=4.87
2026-06-05 14:13:16.981 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:17.181 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=4.87
2026-06-05 14:13:17.183 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:18.246 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=4.87
2026-06-05 14:13:18.247 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:18.344 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=4.87
2026-06-05 14:13:18.346 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:19.950 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=6.28
2026-06-05 14:13:19.951 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:20.246 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=6.28
2026-06-05 14:13:20.247 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:20.545 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=6.29
2026-06-05 14:13:20.546 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:21.644 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=6.29
2026-06-05 14:13:21.646 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:21.743 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=6.29
2026-06-05 14:13:21.745 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:23.143 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=6.30
2026-06-05 14:13:23.144 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:23.837 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=6.30
2026-06-05 14:13:23.838 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:24.962 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=6.30
2026-06-05 14:13:24.963 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:25.228 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=6.30
2026-06-05 14:13:25.230 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:25.243 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=6.09
2026-06-05 14:13:25.244 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:25.344 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=6.02
2026-06-05 14:13:25.345 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:25.444 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=6.02
2026-06-05 14:13:25.445 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:25.645 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=5.97
2026-06-05 14:13:25.647 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:25.745 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=6.01
2026-06-05 14:13:25.746 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:26.805 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=6.34
2026-06-05 14:13:26.806 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:26.947 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=4.50
2026-06-05 14:13:26.948 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:27.043 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=4.50
2026-06-05 14:13:27.044 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
2026-06-05 14:13:27.140 | INFO     | knowledge.strategy_library:evaluate:302 - [Stacked Imbalance] SIGNAL: STRONG_BUY @ 2.4275 | SL=2.4065 TP=2.7275 | Regime=UNKNOWN | Score=4.50
2026-06-05 14:13:27.141 | WARNING  | execution.order_manager:validate_signal_with_fee_filter:245 - [OrderManager] Fee filter REJECTED: Spread 0.0412% is 4.1x expected 0.0100%. Likely illiquidity. Reject.
